"","Estimate","Std. Error","t value","Pr(>|t|)"
"Year2016",0.786570397752273,0.0425337762283437,18.4928418659456,1.03658448934201e-75
"Year2017",0.919518824141382,0.0339997140386125,27.044898762887,3.44241953301766e-158
"Year2018",0.896791432688462,0.0340549715756995,26.3336420849748,3.18791061937808e-150
"Year2019",0.990618066316467,0.0340962188221965,29.0536047848091,9.58397919100948e-182
"Year2020",1.49207531798751,0.0327350980017836,45.5802917683707,0
"Year2021",0.880280351157736,0.03610987590377,24.3778282014487,2.45010104122385e-129
"Year2022",0.647837574496125,0.0445845325791454,14.5305453936541,1.37069710847432e-47
"Year2023",0.666733483160499,0.0520191855295508,12.8170688635973,1.85954174488112e-37
"MeanT",0.0111995545957142,0.00186775553793986,5.99626362669888,2.05441861405163e-09
"Precip",-0.0139819979209269,0.00252626585571281,-5.53465023853624,3.15837325000266e-08
"Sunshine_Hrs",0.881214241373893,0.0781286170715461,11.2790200876962,2.05191892318253e-29
"RelativeH",-0.00129349551258663,0.000834287106698876,-1.55042011580973,0.121056831142102
"WindSpeed",-0.00654619722778511,0.000826639023366606,-7.9190517780358,2.51990144384407e-15
"WMO1",0.0187261237929471,0.0380898367937667,0.491630454977733,0.62298610572172
"WMO2",-0.02300489042537,0.036174718208785,-0.635938344912478,0.524824021154285
"WMO3",-0.104009347556773,0.0261114397095825,-3.98328658678302,6.8213790648583e-05
"WMO51",-0.214786299714124,0.0276609681879283,-7.76495957245126,8.56628893458696e-15
"WMO53",-0.254178646905662,0.0298485701793734,-8.51560545038469,1.77493976416423e-17
"WMO55",-0.300961591538974,0.0371159160414071,-8.10869361820995,5.41456322958801e-16
"WMO61",-0.252502475136234,0.0307455619357743,-8.21264791528926,2.29626606626195e-16
"WMO63",-0.319313106580681,0.0317517680522452,-10.0565457033849,9.81255844046368e-24
"WMO65",-0.344390486620249,0.0462992443145655,-7.43836085704546,1.06134737742124e-13
"WMO73",-0.970433049380916,0.34447060395854,-2.81717231667674,0.0048496894371715
"TrafficTypePed:IsOAD1",0.0555790792713261,0.0376035343703626,1.47802806842356,0.139416306407905
"IsOAD1:Holiday1",0.153397753845657,0.100705888320985,1.52322526917914,0.127718461507302
"TrafficTypePed:AQI_CatModerate",-0.0725303612030465,0.0270483035530156,-2.68151239359187,0.00733514689311433
"TrafficTypePed:AQI_CatUnhealthy for Sensitive Groups",-0.0830831994327025,0.04709031777138,-1.76433720061235,0.077690771308937
"TrafficTypePed:AQI_CatUnhealthy",-0.274375548002983,0.0851747438929026,-3.22132518940097,0.00127807157965544
"TrafficTypePed:AQI_CatVery Unhealthy",-0.0901008177879168,0.262407557775232,-0.343362129322104,0.731329722423695
