"","2.5 %","97.5 %"
"IsOAD1",-0.0931096030340031,0.284039077418593
"IsOAD1:Holiday1",-0.406014688714563,1.89905287908546
"TrafficTypePed:IsOAD1",-0.167460908276156,0.217725064499175
"TrafficTypePed",-0.278312537659952,0.0615624087064593
"AQI_CatModerate",-0.129529117732858,0.200870927290955
"AQI_CatUnhealthy for Sensitive Groups",-0.373134597247183,0.175882235743495
"TrafficTypePed:AQI_CatModerate",-0.207614070402724,0.127042597866758
"TrafficTypePed:AQI_CatUnhealthy for Sensitive Groups",-0.138557436005034,0.419423739282173
