"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",2.138215786957,0.09172436584254,23.3113171981761,7.01632099076421e-120
"TrafficType1",-0.177702701394387,0.0277707380502456,-6.39891892944542,1.57155783986459e-10
"Station1",1.0864210962477,0.0188254652321481,57.7101857962283,0
"Station2",0.237863909081936,0.0160393063837358,14.8300620607344,1.05519409798911e-49
"Station3",0.782898369703045,0.273326680292595,2.86433204714942,0.00417974898876602
"Station4",-0.131846883316201,0.0201601336471095,-6.53998061838768,6.1815837925028e-11
"Station5",0.513334946843114,0.0165747245592864,30.9709488689817,1.25185281148677e-209
"Station6",0.424191540680003,0.0232912457259314,18.2124883173478,5.38458244425704e-74
"Station7",-0.358581093298244,0.016710584861969,-21.4583209540633,6.42258358553936e-102
"Station8",0.182777509173207,0.0180731459251162,10.1132093953384,4.9553032510092e-24
"Station9",-0.664340887635056,0.0200491594497225,-33.1355979935733,1.7220460585644e-239
"Station10",-0.154179382234769,0.0192817404061559,-7.99613411378289,1.29718241128265e-15
"Station11",0.943220264734565,0.0147533541665226,63.9325982477165,0
"Station12",0.0976546400757999,0.0216812652777339,4.50410245088827,6.67277717866414e-06
"Station13",-0.1633411924386,0.0297794818423262,-5.48502466575627,4.14389290538341e-08
"Station14",-0.424592837256885,0.0315502620757237,-13.4576643527658,3.01005858692525e-41
"Station15",0.212219674718943,0.0170519551637023,12.4454745911299,1.57068231535768e-35
"Station16",-0.165828991527037,0.029994264433497,-5.52869005655101,3.23417526631939e-08
"Station17",-0.269614491225699,0.0296173625812387,-9.10325794493558,8.91839619363256e-20
"Station18",0.10285081287537,0.0256543153741044,4.00910378529095,6.09929012231338e-05
"Station19",-1.13123206517355,0.0298193287347183,-37.9362015569609,9.98944009427671e-313
"Station20",1.06474009797848,0.0149558307198208,71.1923073966992,0
"Station21",0.160505952991934,0.0353766024908563,4.5370652264705,5.71073478838492e-06
"Station22",-0.5876547406865,0.0205953978385087,-28.5333036678573,2.28450836463746e-178
"Station23",0.184999607669375,0.0169400539124658,10.9208393683587,9.49464655013234e-28
"TimeOfDay1",-0.0866679312010704,0.0403526706391694,-2.14776196539874,0.0317350166759353
"TimeOfDay2",-0.0037151643210507,0.0392682357553997,-0.0946099117921241,0.924624862387727
"IsOAD1",-0.0120089789534508,0.0191359820064132,-0.627560108983491,0.530293551591395
"AQI_Cat1",-0.00579510585569145,0.0277378099733564,-0.208924419817497,0.834507657440777
"AQI_Cat2",0.00313117397650948,0.0275984541794998,0.113454686851096,0.909670308829983
"AQI_Cat3",-0.0597608229534428,0.032004480024838,-1.8672642988439,0.0618675523363163
"Weekday1",-0.107632297212602,0.00733806498259475,-14.6676674938007,1.16424173186886e-48
"Weekday2",-0.113929514027124,0.00753231714039832,-15.1254271299972,1.25255927223764e-51
"Weekday3",0.267159456571508,0.00630713329379364,42.3583019617485,0
"Weekday4",0.273334365894844,0.00628331205335053,43.5016379218489,0
"Weekday5",-0.104559345633469,0.00735152306555116,-14.2228140619497,7.31735688364816e-46
"Weekday6",-0.10816847095135,0.00741463959119124,-14.5885001719917,3.71755010076338e-48
"Holiday1",-0.0719288741258804,0.0189529172361389,-3.79513471354838,0.000147648482744192
"Month1",0.18777840604446,0.00871620047205146,21.5436079799418,1.03086978155988e-102
"Month2",0.101545339960454,0.00711683613109679,14.268326274474,3.8191597443991e-46
"Month3",-0.0790584404096616,0.0075600545939686,-10.4573901454011,1.39637609816308e-25
"Month4",-0.151811339137091,0.00820583880933476,-18.5004047318592,2.73309948606852e-76
"Month5",-0.137207549396621,0.00840137208597266,-16.3315644150209,7.01278349287845e-60
"Month6",0.0296387913604727,0.00722796109444549,4.10057427996526,4.12444861539952e-05
"Year1",-0.0295780723561137,0.272650305219155,-0.10848354756962,0.913612343856894
"Year2",-0.585059580952285,0.0969285822865269,-6.03598615754858,1.58537115240381e-09
"Year3",-1.13565658760585,0.830814169178291,-1.36692010047091,0.171653361243808
"Year4",0.419077658475236,0.0806923376293082,5.19352482264714,2.0674428064531e-07
"Year5",0.221861162830638,0.0807007047026027,2.74918495009725,0.00597541690322569
"Year6",0.274227710917076,0.0806305637258179,3.40103923680331,0.000671559015495705
"Year7",0.171645877195007,0.0804314803274893,2.13406338533276,0.0328399686335373
"Year8",0.051873578510652,0.080259352471689,0.646324408472522,0.518070736730125
"Year9",0.160980358888321,0.0802422613599821,2.00617923971675,0.0448397611904827
"Year10",0.179027503255428,0.0802370155179632,2.23123332915278,0.0256678402954025
"Year11",0.145145750644255,0.0801608986574316,1.81068018292231,0.0701933109788323
"MeanT",-0.00614945324734399,0.000920225914071005,-6.68254735420274,2.36024550591537e-11
"Precip",-0.0224269450907751,0.00519656747383938,-4.31572286969755,1.59230914752187e-05
"Sunshine_Hrs",0.430337572601583,0.0153009471802906,28.1248975982289,2.24119958505568e-173
"RelativeH",0.00159066274072602,0.000250021679254949,6.36209926061656,1.998539124613e-10
"WindSpeed",-0.00138548136903511,0.000502022076996292,-2.7598016751071,0.00578467711895601
"WMO1",0.149575773130703,0.0137097606733416,10.9101666100963,1.0676570589889e-27
"WMO2",0.06575433978421,0.0141943738153882,4.63242272180582,3.61856438981617e-06
"WMO3",0.0951363057348295,0.0148161719740366,6.42111241024629,1.35873508152042e-10
"WMO4",0.0878533041907015,0.0125405254864967,7.00555206281426,2.47527888759392e-12
"WMO5",0.0424515911486125,0.0115869024792005,3.66375666187031,0.000248668589962505
"WMO6",-0.0153775288382194,0.0132894614083304,-1.15712205075369,0.247225206545762
